Idade;Faixa;Genero;Etnia;PCD;Estado;UF
30;30-34;Masculino;Branca;Não;Ceará (CE);CE
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Amarela;Não;São Paulo (SP);SP
38;35-39;Masculino;Branca;Sim;Minas Gerais (MG);MG
31;30-34;Masculino;Parda;Não;Pernambuco (PE);PE
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Feminino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
41;40-44;Masculino;Parda;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
46;45-49;Masculino;Parda;Não;São Paulo (SP);SP
;55+;Feminino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
47;45-49;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
43;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
43;40-44;Masculino;Branca;Sim;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Paraíba (PB);PB
20;17-21;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
39;35-39;Masculino;Amarela;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;Ceará (CE);CE
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Feminino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Parda;Não;Santa Catarina (SC);SC
24;22-24;Masculino;Preta;Não;Bahia (BA);BA
28;25-29;Masculino;Branca;Não;Ceará (CE);CE
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
44;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Feminino;Branca;Não;Pará (PA);PA
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
18;17-21;Feminino;Branca;Prefiro não informar;Maranhão (MA);MA
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
48;45-49;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
38;35-39;Masculino;Parda;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;Distrito Federal (DF);DF
35;35-39;Feminino;Preta;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Feminino;Branca;Sim;Paraná (PR);PR
36;35-39;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Parda;Não;São Paulo (SP);SP
41;40-44;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
50;50-54;Masculino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Sim;São Paulo (SP);SP
41;40-44;Masculino;Preta;Não;Goiás (GO);GO
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Feminino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
29;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
;55+;Masculino;Parda;Sim;Goiás (GO);GO
40;40-44;Feminino;Branca;Não;São Paulo (SP);SP
40;40-44;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Parda;Não;Santa Catarina (SC);SC
29;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
44;40-44;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Preta;Não;Pernambuco (PE);PE
29;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Feminino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
25;25-29;Masculino;Branca;Não;Bahia (BA);BA
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
18;17-21;Masculino;Preta;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Paraná (PR);PR
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Masculino;Parda;Não;São Paulo (SP);SP
45;45-49;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Prefiro não informar;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Parda;Não;Rio Grande do Norte (RN);RN
32;30-34;Feminino;Branca;Não;Maranhão (MA);MA
30;30-34;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Parda;Não;Maranhão (MA);MA
33;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
32;30-34;Feminino;Branca;Prefiro não informar;São Paulo (SP);SP
36;35-39;Masculino;Parda;Não;Paraná (PR);PR
32;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
21;17-21;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
36;35-39;Masculino;Parda;Não;Ceará (CE);CE
33;30-34;Masculino;Parda;Não;São Paulo (SP);SP
19;17-21;Masculino;Branca;Não;Bahia (BA);BA
31;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
29;25-29;Masculino;Preta;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Feminino;Branca;Não;Santa Catarina (SC);SC
45;45-49;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Alagoas (AL);AL
25;25-29;Feminino;Preta;Não;Paraíba (PB);PB
22;22-24;Feminino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
22;22-24;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Espírito Santo (ES);ES
46;45-49;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
41;40-44;Feminino;Parda;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Parda;Não;Paraná (PR);PR
43;40-44;Masculino;Parda;Não;Bahia (BA);BA
32;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Pará (PA);PA
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Amarela;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;Bahia (BA);BA
44;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Amazonas (AM);AM
28;25-29;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES
28;25-29;Masculino;Parda;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;Pernambuco (PE);PE
26;25-29;Masculino;Preta;Não;São Paulo (SP);SP
31;30-34;Masculino;Preta;Não;São Paulo (SP);SP
26;25-29;Masculino;Parda;Não;;
21;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Preta;Não;Minas Gerais (MG);MG
32;30-34;Feminino;Branca;Não;Bahia (BA);BA
25;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Preta;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
28;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES
26;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
33;30-34;Masculino;Parda;Não;São Paulo (SP);SP
32;30-34;Masculino;Amarela;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES
53;50-54;Masculino;Branca;Não;São Paulo (SP);SP
54;50-54;Masculino;Parda;Não;São Paulo (SP);SP
35;35-39;Feminino;Branca;Não;São Paulo (SP);SP
45;45-49;Masculino;Parda;Não;São Paulo (SP);SP
52;50-54;Masculino;Parda;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
37;35-39;Feminino;Preta;Não;São Paulo (SP);SP
37;35-39;Feminino;Parda;Não;Santa Catarina (SC);SC
34;30-34;Masculino;Branca;Não;Paraná (PR);PR
22;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
31;30-34;Feminino;Branca;Não;Paraná (PR);PR
;55+;Masculino;Branca;Sim;São Paulo (SP);SP
34;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Parda;Não;;
20;17-21;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;Paraná (PR);PR
34;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
21;17-21;Masculino;Branca;Não;Paraná (PR);PR
50;50-54;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
19;17-21;Feminino;Branca;Não;Minas Gerais (MG);MG
25;25-29;Masculino;Branca;Não;Bahia (BA);BA
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Parda;Não;São Paulo (SP);SP
30;30-34;Feminino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Paraná (PR);PR
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
32;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Parda;Não;Pernambuco (PE);PE
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Parda;Sim;Paraná (PR);PR
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Parda;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
30;30-34;Feminino;Parda;Não;Bahia (BA);BA
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Amazonas (AM);AM
32;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
30;30-34;Masculino;Parda;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
28;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;São Paulo (SP);SP
46;45-49;Masculino;Preta;Não;Paraíba (PB);PB
32;30-34;Feminino;Branca;Não;Paraná (PR);PR
25;25-29;Feminino;Branca;Não;Paraná (PR);PR
23;22-24;Feminino;Preta;Não;São Paulo (SP);SP
40;40-44;Masculino;Branca;Não;Espírito Santo (ES);ES
;55+;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
;55+;Masculino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Parda;Não;Paraná (PR);PR
25;25-29;Feminino;Branca;Não;Paraíba (PB);PB
27;25-29;Masculino;Parda;Não;Santa Catarina (SC);SC
54;50-54;Masculino;Parda;Não;Distrito Federal (DF);DF
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Parda;Sim;Bahia (BA);BA
31;30-34;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;Pernambuco (PE);PE
24;22-24;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
26;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Parda;Não;Mato Grosso (MT);MT
38;35-39;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Sergipe (SE);SE
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Distrito Federal (DF);DF
28;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Parda;Não;Pernambuco (PE);PE
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Preta;Não;Bahia (BA);BA
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Feminino;Preta;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Pernambuco (PE);PE
30;30-34;Masculino;Branca;Não;Espírito Santo (ES);ES
30;30-34;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Preta;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;Bahia (BA);BA
;55+;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
38;35-39;Masculino;Branca;Não;Bahia (BA);BA
31;30-34;Masculino;Parda;Não;Piauí (PI);PI
28;25-29;Feminino;Parda;Não;Paraíba (PB);PB
22;22-24;Masculino;Parda;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Paraná (PR);PR
45;45-49;Feminino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Parda;Não;Ceará (CE);CE
32;30-34;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
22;22-24;Masculino;Parda;Não;Maranhão (MA);MA
34;30-34;Masculino;Parda;Não;Maranhão (MA);MA
28;25-29;Masculino;Branca;Não;Paraná (PR);PR
21;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
25;25-29;Feminino;Branca;Não;Pernambuco (PE);PE
32;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC
25;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
26;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
22;22-24;Feminino;Amarela;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Sim;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;;
27;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Parda;Não;;
28;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
21;17-21;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Parda;Não;Bahia (BA);BA
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Preta;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Parda;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
26;25-29;Feminino;Parda;Não;Espírito Santo (ES);ES
25;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
28;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
28;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
22;22-24;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;Paraná (PR);PR
26;25-29;Masculino;Branca;Não;;
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Parda;Não;;
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Paraná (PR);PR
33;30-34;Feminino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Mato Grosso do Sul (MS);MS
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
47;45-49;Masculino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
52;50-54;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Parda;Não;;
35;35-39;Masculino;Branca;Não;Paraná (PR);PR
46;45-49;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
26;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
30;30-34;Masculino;Branca;Não;Espírito Santo (ES);ES
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
33;30-34;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Parda;Não;Pernambuco (PE);PE
23;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;Ceará (CE);CE
36;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF
33;30-34;Masculino;Parda;Não;São Paulo (SP);SP
39;35-39;Masculino;Preta;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
34;30-34;Masculino;Parda;Não;;
28;25-29;Feminino;Branca;Prefiro não informar;Paraná (PR);PR
24;22-24;Masculino;Branca;Não;Pará (PA);PA
30;30-34;Masculino;Branca;Não;Amazonas (AM);AM
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
46;45-49;Masculino;Parda;Não;Ceará (CE);CE
27;25-29;Masculino;Preta;Não;Bahia (BA);BA
28;25-29;Feminino;Parda;Não;Espírito Santo (ES);ES
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
;17-21;Feminino;Branca;Não;Bahia (BA);BA
28;25-29;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Parda;Não;Paraná (PR);PR
37;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
21;17-21;Masculino;Branca;Não;Santa Catarina (SC);SC
28;25-29;Masculino;Parda;Não;Distrito Federal (DF);DF
23;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Parda;Não;Rio Grande do Norte (RN);RN
33;30-34;Feminino;Parda;Não;Pernambuco (PE);PE
32;30-34;Masculino;Parda;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Distrito Federal (DF);DF
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
39;35-39;Feminino;Branca;Não;Distrito Federal (DF);DF
26;25-29;Masculino;Parda;Não;Goiás (GO);GO
30;30-34;Masculino;Parda;Não;Pará (PA);PA
29;25-29;Masculino;Branca;Não;Paraná (PR);PR
34;30-34;Masculino;Branca;Não;;
31;30-34;Feminino;Parda;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
48;45-49;Feminino;Branca;Não;São Paulo (SP);SP
19;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Feminino;Preta;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Branca;Não;;
20;17-21;Masculino;Parda;Não;São Paulo (SP);SP
33;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;Rio Grande do Norte (RN);RN
22;22-24;Masculino;Parda;Não;Mato Grosso do Sul (MS);MS
34;30-34;Feminino;Parda;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Parda;Não;Bahia (BA);BA
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Parda;Não;;
25;25-29;Masculino;Branca;Não;Goiás (GO);GO
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Feminino;Parda;Não;Mato Grosso do Sul (MS);MS
30;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
24;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
49;45-49;Masculino;Parda;Sim;Rio de Janeiro (RJ);RJ
34;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
31;30-34;Masculino;Preta;Não;São Paulo (SP);SP
34;30-34;Feminino;Preta;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;Distrito Federal (DF);DF
41;40-44;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Parda;Não;Rio Grande do Sul (RS);RS
50;50-54;Masculino;Parda;Não;Maranhão (MA);MA
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Feminino;Parda;Não;Santa Catarina (SC);SC
36;35-39;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Ceará (CE);CE
25;25-29;;Preta;Não;Distrito Federal (DF);DF
22;22-24;Feminino;Branca;Não;Santa Catarina (SC);SC
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
44;40-44;Feminino;Branca;Não;Paraná (PR);PR
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Ceará (CE);CE
35;35-39;Masculino;Parda;Não;Minas Gerais (MG);MG
22;22-24;Masculino;Parda;Não;Ceará (CE);CE
26;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
32;30-34;Feminino;Branca;Não;Pernambuco (PE);PE
31;30-34;Masculino;Parda;Não;Rio Grande do Sul (RS);RS
22;22-24;Masculino;Parda;Não;Rio Grande do Sul (RS);RS
25;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
40;40-44;Masculino;Preta;Não;Rio Grande do Sul (RS);RS
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;;
33;30-34;Masculino;Parda;Não;Pernambuco (PE);PE
36;35-39;Masculino;Parda;Não;Bahia (BA);BA
39;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
